Publisher,Keyword,Ad Group,Keyword Type,Clicks,Impressions,CTR,Avg CPC,Total Advertising Cost,Avg Position,Conversions,Revenue per Conversion,Total Revenue
MSN-US,zombie vs plants,Zombie Games-M,broad,0,58,0.00%,0.00,0.00,3.71,0,173.05,0.00
MSN-US,pc games,Zombie Games-M,broad,16,738,2.17%,0.43,6.88,1.02,4,196.36,785.43
MSN-US,pacman,Zombie Games-M,broad,1,191,0.52%,0.30,0.30,4.49,0,177.07,0.00
MSN-US,mario games,Zombie Games-M,exact,2,132,1.52%,0.26,0.52,1.32,1,165.85,165.85
MSN-US,new games,Zombie Games-M,exact,0,113,0.00%,0.00,0.00,1.25,0,194.36,0.00
MSN-US,kids games,Zombie Games-M,phrase,0,42,0.00%,0.00,0.00,4.29,0,266.60,0.00
MSN-US,play free games,Zombie Games-M,broad,2,227,0.88%,0.98,1.96,2.39,1,190.31,190.31
MSN-US,plants vs zombies,Zombie Games-M,broad,0,81,0.00%,0.00,0.00,7.91,0,335.42,0.00
MSN-US,shooting games,Zombie Games-M,broad,1,47,2.13%,0.62,0.62,1.76,0,85.98,0.00
MSN-US,plants and zombies,Zombie Games-M,phrase,0,36,0.00%,0.00,0.00,2.20,0,316.22,0.00
MSN-US,shooting game,Zombie Games-M,broad,0,30,0.00%,0.00,0.00,8.62,0,313.32,0.00
MSN-US,games for kids,Zombie Games-M,broad,0,37,0.00%,0.00,0.00,5.59,0,330.47,0.00
MSN-US,play games online,Zombie Games-M,broad,0,57,0.00%,0.00,0.00,7.65,0,350.85,0.00
MSN-US,onlinegames,Zombie Games-M,phrase,0,41,0.00%,0.00,0.00,6.03,0,123.16,0.00
MSN-US,girl games,Zombie Games-M,exact,0,102,0.00%,0.00,0.00,2.14,0,390.25,0.00
MSN-US,free games on line,Zombie Games-M,broad,0,36,0.00%,0.00,0.00,4.26,0,212.64,0.00
MSN-US,online games for free,Zombie Games-M,broad,0,39,0.00%,0.00,0.00,4.10,0,170.23,0.00
MSN-US,games online free,Zombie Games-M,broad,0,62,0.00%,0.00,0.00,4.79,0,93.62,0.00
MSN-US,math games,Zombie Games-M,broad,1,155,0.65%,0.05,0.05,4.51,0,377.86,0.00
MSN-US,cool games,Zombie Games-M,broad,0,55,0.00%,0.00,0.00,6.59,0,206.41,0.00
MSN-US,online game,Zombie Games-M,broad,0,101,0.00%,0.00,0.00,1.68,0,176.26,0.00
MSN-US,dress up games,Zombie Games-M,broad,0,35,0.00%,0.00,0.00,6.71,0,285.96,0.00
MSN-US,games for girls,Zombie Games-M,exact,1,155,0.65%,0.33,0.33,4.66,0,286.66,0.00
MSN-US,play games,Zombie Games-M,phrase,0,35,0.00%,0.00,0.00,2.79,0,354.96,0.00
MSN-US,freegames,Zombie Games-M,exact,0,45,0.00%,0.00,0.00,4.00,0,79.20,0.00
MSN-US,freeonlinegames,Zombie Games-M,broad,0,38,0.00%,0.00,0.00,2.25,0,239.66,0.00
MSN-US,free game,Zombie Games-M,phrase,7,446,1.57%,0.61,4.27,1.76,2,97.51,195.03
MSN-US,fun games,Zombie Games-M,exact,1,85,1.18%,0.44,0.44,3.02,1,282.94,282.94
MSN-US,download games,Zombie Games-M,phrase,0,30,0.00%,0.00,0.00,9.94,0,397.22,0.00
MSN-US,best games,Zombie Games-M,broad,2,295,0.68%,0.09,0.18,2.37,1,136.84,136.84
MSN-US,cooking games,Zombie Games-M,phrase,0,49,0.00%,0.00,0.00,4.35,0,178.49,0.00
MSN-US,flash games,Zombie Games-M,exact,2,200,1.00%,0.05,0.10,2.58,2,80.75,161.50
MSN-US,disney games,Zombie Games-M,broad,0,24,0.00%,0.00,0.00,9.95,0,368.07,0.00
MSN-US,free download games,Zombie Games-M,exact,1,57,1.75%,0.60,0.60,3.03,0,295.12,0.00
MSN-US,funny games,Zombie Games-M,broad,0,66,0.00%,0.00,0.00,2.16,0,158.88,0.00
MSN-US,racing games,Zombie Games-M,phrase,0,37,0.00%,0.00,0.00,4.23,0,26.39,0.00
MSN-US,free downloadable games,Zombie Games-M,exact,19,997,1.91%,1.05,19.95,1.18,10,97.30,972.99
MSN-US,free games to play,Zombie Games-M,broad,1,65,1.54%,0.86,0.86,3.16,1,71.72,71.72
MSN-US,barbie games,Zombie Games-M,broad,0,45,0.00%,0.00,0.00,5.19,0,63.78,0.00
MSN-US,war games,Zombie Games-M,exact,1,85,1.18%,0.76,0.76,1.10,0,45.33,0.00
MSN-US,download free games,Zombie Games-M,phrase,2,189,1.06%,0.75,1.50,1.98,2,88.57,177.14
MSN-US,free games download,Zombie Games-M,broad,0,134,0.00%,0.00,0.00,3.85,0,38.71,0.00
MSN-US,all games,Zombie Games-M,broad,0,23,0.00%,0.00,0.00,4.93,0,37.06,0.00
MSN-US,football games,Zombie Games-M,exact,0,45,0.00%,0.00,0.00,2.35,0,98.71,0.00
MSN-US,bike games,Zombie Games-M,phrase,0,68,0.00%,0.00,0.00,4.41,0,55.78,0.00
MSN-US,scary maze game,Zombie Games-M,phrase,0,38,0.00%,0.00,0.00,6.26,0,27.30,0.00
MSN-US,truck games,Zombie Games-M,broad,1,53,1.89%,0.43,0.43,2.49,0,50.47,0.00
MSN-US,gamesgames,Zombie Games-M,phrase,0,45,0.00%,0.00,0.00,3.93,0,66.45,0.00
Google-Global,girls games,Zombie Games- GG,broad,4,68,5.88%,0.13,0.52,2.42,1,65.41,65.41
Google-Global,car games,Zombie Games- GG,phrase,0,30,0.00%,0.00,0.00,2.41,0,63.69,0.00
Google-Global,zombie vs plants,Zombie Games- GG,exact,2,47,4.26%,0.54,1.08,3.50,0,47.04,0.00
Google-Global,pc games,Zombie Games- GG,broad,4,142,2.82%,0.33,1.32,4.62,1,87.61,87.61
Google-Global,pacman,Zombie Games- GG,exact,1,32,3.13%,0.05,0.05,5.65,0,65.75,0.00
Google-Global,mario games,Zombie Games- GG,exact,2,35,5.71%,0.27,0.54,2.26,0,89.42,0.00
Google-Global,new games,Zombie Games- GG,exact,12,204,5.88%,0.36,4.32,2.48,1,36.74,36.74
Google-Global,kids games,Zombie Games- GG,broad,3,113,2.65%,0.37,1.11,4.91,0,53.44,0.00
Google-Global,play free games,Zombie Games- GG,broad,1,20,5.00%,0.53,0.53,3.34,0,88.56,0.00
Google-Global,plants vs zombies,Zombie Games- GG,broad,1,20,5.00%,0.54,0.54,4.35,0,44.71,0.00
Google-Global,shooting games,Zombie Games- GG,broad,6,130,4.62%,0.32,1.92,4.04,1,88.19,88.19
Google-Global,plants and zombies,Zombie Games- GG,exact,1,41,2.44%,0.47,0.47,3.74,0,44.82,0.00
Google-Global,shooting game,Zombie Games- GG,exact,1,31,3.23%,0.29,0.29,2.97,0,93.20,0.00
Google-Global,games for kids,Zombie Games- GG,exact,1,30,3.33%,0.32,0.32,4.87,0,63.64,0.00
Google-Global,play games online,Zombie Games- GG,phrase,1,14,7.14%,0.40,0.40,3.65,1,35.55,35.55
Google-Global,onlinegames,Zombie Games- GG,broad,1,111,0.90%,0.34,0.34,2.61,0,99.75,0.00
Google-Global,girl games,Zombie Games- GG,broad,1,48,2.08%,0.25,0.25,2.23,0,65.23,0.00
Google-Global,free games on line,Zombie Games- GG,broad,3,59,5.08%,0.33,0.99,1.66,0,94.46,0.00
Google-Global,online games for free,Zombie Games- GG,broad,0,44,0.00%,0.00,0.00,4.07,0,95.09,0.00
Google-Global,games online free,Zombie Games- GG,phrase,3,296,1.01%,0.43,1.29,1.09,0,61.62,0.00
Google-Global,math games,Zombie Games- GG,broad,0,16,0.00%,0.00,0.00,9.28,0,28.20,0.00
Google-Global,cool games,Zombie Games- GG,phrase,3,49,6.12%,0.05,0.15,1.87,0,71.63,0.00
Google-Global,online game,Zombie Games- GG,phrase,1,38,2.63%,0.07,0.07,2.11,0,45.27,0.00
Google-Global,dress up games,Zombie Games- GG,exact,8,195,4.10%,0.18,1.44,1.80,0,40.59,0.00
Google-Global,games for girls,Zombie Games- GG,broad,1,41,2.44%,0.14,0.14,4.55,0,99.71,0.00
Google-Global,play games,Zombie Games- GG,broad,1,55,1.82%,0.33,0.33,2.43,0,31.39,0.00
Google-Global,freegames,Zombie Games- GG,exact,2,63,3.17%,0.67,1.34,2.60,1,43.64,43.64
Google-Global,freeonlinegames,Zombie Games- GG,broad,1,31,3.23%,0.54,0.54,3.57,0,54.67,0.00
Google-Global,free game,Zombie Games- GG,exact,4,125,3.20%,0.21,0.84,2.20,3,46.55,139.66
Google-Global,fun games,Zombie Games- GG,phrase,1,42,2.38%,0.32,0.32,2.56,0,91.03,0.00
Google-Global,download games,Zombie Games- GG,broad,2,70,2.86%,0.55,1.10,1.78,0,87.26,0.00
Google-Global,best games,Zombie Games- GG,exact,20,159,12.58%,0.05,1.00,1.24,1,89.35,89.35
Google-Global,cooking games,Zombie Games- GG,exact,1,21,4.76%,0.16,0.16,3.28,0,32.82,0.00
Google-Global,flash games,Zombie Games- GG,broad,0,15,0.00%,0.00,0.00,9.25,0,87.36,0.00
Google-Global,disney games,Zombie Games- GG,broad,0,16,0.00%,0.00,0.00,5.06,0,55.68,0.00
Google-Global,free download games,Zombie Games- GG,exact,0,17,0.00%,0.00,0.00,8.58,0,37.18,0.00
Google-Global,funny games,Zombie Games- GG,broad,3,38,7.89%,0.05,0.15,2.53,0,88.10,0.00
Google-Global,racing games,Zombie Games- GG,phrase,2,205,0.98%,0.26,0.52,5.74,0,70.05,0.00
Google-Global,free downloadable games,Zombie Games- GG,exact,0,12,0.00%,0.00,0.00,6.55,0,78.06,0.00
Google-Global,free games to play,Zombie Games- GG,broad,2,105,1.90%,0.59,1.18,4.54,0,20.04,0.00
Google-Global,barbie games,Zombie Games- GG,broad,0,55,0.00%,0.00,0.00,1.22,0,20.80,0.00
Google-Global,war games,Zombie Games- GG,broad,1,49,2.04%,0.55,0.55,4.19,0,49.46,0.00
Google-Global,download free games,Zombie Games- GG,broad,1,20,5.00%,0.51,0.51,2.98,0,23.15,0.00
Google-Global,free games download,Zombie Games- GG,exact,3,33,9.09%,0.55,1.65,1.70,1,24.46,24.46
Google-Global,all games,Zombie Games- GG,phrase,0,14,0.00%,0.00,0.00,9.76,0,93.90,0.00
Google-Global,football games,Zombie Games- GG,exact,8,134,5.97%,0.46,3.68,2.12,0,78.38,0.00
Google-Global,bike games,Zombie Games- GG,phrase,9,162,5.56%,0.13,1.17,3.46,9,27.38,246.44
Google-Global,scary maze game,Zombie Games- GG,phrase,5,125,4.00%,0.05,0.25,1.52,1,76.04,76.04
Google-Global,truck games,Zombie Games- GG,exact,0,86,0.00%,0.00,0.00,3.09,0,41.01,0.00
Google-Global,gamesgames,Zombie Games- GG,phrase,0,19,0.00%,0.00,0.00,8.03,0,44.93,0.00
Google-Global,arcade games,Zombie Games- GG,phrase,40,952,4.20%,0.26,10.40,1.26,5,63.31,316.54
Google-Global,cool zombie games,Zombie Games- GG,broad,0,18,0.00%,0.00,0.00,4.83,0,17.91,0.00
Google-Global,online zombie games multiplayer,Zombie Games- GG,phrase,1,36,2.78%,0.27,0.27,3.74,0,37.71,0.00
Google-Global,boxhead zombie game,Zombie Games- GG,exact,0,14,0.00%,0.00,0.00,8.76,0,44.70,0.00
Google-Global,funny zombie games,Zombie Games- GG,exact,0,22,0.00%,0.00,0.00,9.76,0,47.48,0.00
Google-Global,zombie games for ps2,Zombie Games- GG,broad,2,29,6.90%,0.14,0.28,2.48,0,29.64,0.00
Google-Global,army games,Zombie Games- GG,broad,1,32,3.13%,0.46,0.46,2.60,0,86.65,0.00
Google-Global,boxhead,Zombie Games- GG,broad,2,57,3.51%,0.05,0.10,1.03,0,38.55,0.00
Google-Global,new zombie games,Zombie Games- GG,phrase,1,40,2.50%,0.05,0.05,2.49,0,30.35,0.00
Google-Global,zombie killing games online,Zombie Games- GG,exact,19,371,5.12%,0.05,0.95,3.71,11,36.69,403.64
Google-Global,3d zombie games,Zombie Games- GG,phrase,54,1709,3.16%,0.21,11.34,2.09,5,37.46,187.30
Google-Global,killer zombie games,Zombie Games- GG,phrase,0,14,0.00%,0.00,0.00,5.65,0,50.37,0.00
Google-Global,online zombie game,Zombie Games- GG,broad,3,53,5.66%,0.27,0.81,3.22,0,26.03,0.00
Google-Global,the last stand zombie game,Zombie Games- GG,broad,2,32,6.25%,0.05,0.10,2.60,1,46.91,46.91
Google-Global,new zombie games for xbox 360,Zombie Games- GG,phrase,0,37,0.00%,0.00,0.00,3.18,0,64.32,0.00
Google-Global,free zombie killing games,Zombie Games- GG,broad,2,40,5.00%,0.21,0.42,1.50,0,33.70,0.00
Google-Global,zombie games wiki,Zombie Games- GG,broad,4,67,5.97%,0.05,0.20,1.54,0,56.53,0.00
Google-Global,strategy games,Zombie Games- GG,broad,1,35,2.86%,0.35,0.35,4.93,0,60.80,0.00
Google-Global,rpg games,Zombie Games- GG,broad,3,52,5.77%,0.53,1.59,2.95,1,19.30,19.30
Google-Global,zombie hunting games,Zombie Games- GG,exact,2,39,5.13%,0.12,0.24,3.59,0,36.35,0.00
Google-Global,ninja games,Zombie Games- GG,exact,2,35,5.71%,0.20,0.40,2.90,0,23.32,0.00
Google-Global,zombie typing games,Zombie Games- GG,phrase,5,443,1.13%,0.05,0.25,9.49,1,65.84,65.84
Google-Global,free zombie games online,Zombie Games- GG,broad,0,18,0.00%,0.00,0.00,5.71,0,31.14,0.00
Google-Global,zombie sand game,Zombie Games- GG,broad,13,267,4.87%,0.05,0.65,2.47,1,93.44,93.44
Google-Global,daily zombie games,Zombie Games- GG,exact,6,64,9.38%,0.05,0.30,2.00,0,55.66,0.00
Google-Global,fighting games,Zombie Games- GG,exact,0,29,0.00%,0.00,0.00,9.31,0,23.32,0.00
Google-Global,zombie games free online,Zombie Games- GG,broad,0,23,0.00%,0.00,0.00,5.61,0,31.02,0.00
Google-Global,free mmofps zombie game,Zombie Games- GG,exact,3,173,1.73%,0.11,0.33,8.18,0,89.46,0.00
Google-Global,action games,Zombie Games- GG,broad,0,25,0.00%,0.00,0.00,3.04,0,84.78,0.00
Google-Global,3d games,Zombie Games- GG,exact,0,19,0.00%,0.00,0.00,9.17,0,64.81,0.00
Google-Global,fog games,Zombie Games- GG,phrase,2,92,2.17%,0.05,0.10,2.28,2,81.51,163.02
Google-Global,play zombie games online,Zombie Games- GG,exact,3,116,2.59%,0.07,0.21,6.58,1,75.11,75.11
Google-Global,sport games,Zombie Games- GG,exact,1,19,5.26%,0.29,0.29,4.95,0,77.81,0.00
Google-Global,zombie games online rpg,Zombie Games- GG,broad,1,45,2.22%,0.23,0.23,6.92,1,52.12,52.12
Google-Global,online zombie shooting games,Zombie Games- GG,broad,1,22,4.55%,0.10,0.10,4.33,0,16.80,0.00
Google-Global,zombie defence games,Zombie Games- GG,phrase,6,80,7.50%,0.05,0.30,1.89,1,61.85,61.85
Google-Global,xbox zombie games,Zombie Games- GG,phrase,2,57,3.51%,0.05,0.10,3.18,0,40.62,0.00
Google-Global,online multiplayer zombie survival game,Zombie Games- GG,exact,8,132,6.06%,0.05,0.40,1.54,1,66.79,66.79
Google-Global,zombie mini games,Zombie Games- GG,exact,3,99,3.03%,0.05,0.15,4.61,0,37.76,0.00
Google-Global,kill zombie games,Zombie Games- GG,phrase,1,17,5.88%,0.17,0.17,4.05,0,65.80,0.00
Google-Global,games zombie,Zombie Games- GG,broad,0,12,0.00%,0.00,0.00,8.35,0,40.60,0.00
Google-Global,top zombie games,Zombie Games- GG,exact,112,3472,3.23%,0.05,5.60,1.49,42,32.34,1358.16
Google-Global,top 10 zombie games,Zombie Games- GG,broad,2,49,4.08%,0.05,0.10,1.90,0,82.02,0.00
Google-Global,make your own zombie game,Zombie Games- GG,phrase,1,36,2.78%,0.35,0.35,4.60,0,16.13,0.00
Yahoo-Global,zombie defense games,Zombie-Games-YG,broad,0,39,0.00%,0.00,0.00,6.15,0,80.95,0.00
Yahoo-Global,zombie head games,Zombie-Games-YG,phrase,0,56,0.00%,0.00,0.00,4.00,0,16.64,0.00
Yahoo-Global,zombie shooting games,Zombie-Games-YG,broad,1,153,0.65%,0.05,0.05,3.83,1,61.44,61.44
Yahoo-Global,zombie game online,Zombie-Games-YG,exact,1,124,0.81%,0.05,0.05,5.21,0,69.60,0.00
Yahoo-Global,make a zombie game,Zombie-Games-YG,exact,3,198,1.52%,0.26,0.78,1.33,0,94.72,0.00
Yahoo-Global,zombie games for free,Zombie-Games-YG,broad,0,134,0.00%,0.00,0.00,9.07,0,16.18,0.00
Yahoo-Global,killing zombie games,Zombie-Games-YG,broad,0,53,0.00%,0.00,0.00,5.09,0,15.91,0.00
Yahoo-Global,zombie baseball 2 game,Zombie-Games-YG,phrase,1,82,1.22%,0.05,0.05,2.83,0,53.34,0.00
Yahoo-Global,zombie games for pc,Zombie-Games-YG,broad,16,1077,1.49%,0.05,0.80,1.51,2,66.07,132.15
Yahoo-Global,zombie video games,Zombie-Games-YG,phrase,0,52,0.00%,0.00,0.00,9.96,0,65.86,0.00
Yahoo-Global,online zombie games,Zombie-Games-YG,phrase,0,40,0.00%,0.00,0.00,8.59,0,17.00,0.00
Yahoo-Global,zombies games,Zombie-Games-YG,broad,0,227,0.00%,0.00,0.00,9.79,0,22.21,0.00
Yahoo-Global,zombie strategy games,Zombie-Games-YG,broad,1,198,0.51%,0.05,0.05,2.50,0,71.07,0.00
Yahoo-Global,free online zombie survival games,Zombie-Games-YG,broad,62,5683,1.09%,0.05,3.10,4.36,11,59.79,657.64
Yahoo-Global,zombie shooter games,Zombie-Games-YG,broad,0,75,0.00%,0.00,0.00,5.32,0,68.76,0.00
Yahoo-Global,zombie farm game,Zombie-Games-YG,broad,0,68,0.00%,0.00,0.00,2.12,0,72.28,0.00
Yahoo-Global,zombie killing games,Zombie-Games-YG,broad,1,253,0.40%,0.05,0.05,1.64,0,84.90,0.00
Yahoo-Global,play zombie games,Zombie-Games-YG,exact,3,140,2.14%,0.20,0.60,1.15,0,76.23,0.00
Yahoo-Global,zombie flash game,Zombie-Games-YG,phrase,0,57,0.00%,0.00,0.00,5.73,0,92.46,0.00
Yahoo-Global,fun zombie games,Zombie-Games-YG,phrase,0,44,0.00%,0.00,0.00,5.53,0,78.11,0.00
Yahoo-Global,zombie attack game,Zombie-Games-YG,phrase,0,73,0.00%,0.00,0.00,8.79,0,98.00,0.00
Yahoo-Global,free online zombie games,Zombie-Games-YG,phrase,0,72,0.00%,0.00,0.00,8.94,0,79.23,0.00
Yahoo-Global,zombie horror games,Zombie-Games-YG,broad,3,174,1.72%,0.05,0.15,2.51,0,122.65,0.00
Yahoo-Global,zombie infection games,Zombie-Games-YG,broad,3,151,1.99%,0.05,0.15,2.10,1,96.78,96.78
Yahoo-Global,zombie mmorpg games,Zombie-Games-YG,exact,0,56,0.00%,0.00,0.00,4.32,0,123.61,0.00
Yahoo-Global,zombie survival games,Zombie-Games-YG,exact,2,119,1.68%,0.05,0.10,1.82,2,118.64,237.29
Yahoo-Global,free zombie games,Zombie-Games-YG,broad,0,96,0.00%,0.00,0.00,2.14,0,77.74,0.00
Yahoo-Global,zombie games,Zombie-Games-YG,exact,0,242,0.00%,0.00,0.00,1.74,0,102.96,0.00
Yahoo-Global,zombie games online,Zombie-Games-YG,phrase,0,61,0.00%,0.00,0.00,3.33,0,101.80,0.00
Yahoo-Global,zombie games online free,Zombie-Games-YG,phrase,0,51,0.00%,0.00,0.00,5.24,0,107.12,0.00
Yahoo-Global,plants vs zombies game,Zombie-Games-YG,exact,4,496,0.81%,0.51,2.04,1.26,0,83.51,0.00
Yahoo-Global,best zombie games,Zombie-Games-YG,phrase,0,32,0.00%,0.00,0.00,9.59,0,115.39,0.00
Yahoo-Global,multiplayer zombie games,Zombie-Games-YG,exact,0,53,0.00%,0.00,0.00,6.18,0,100.14,0.00
Yahoo-Global,2 player zombie games,Zombie-Games-YG,phrase,0,57,0.00%,0.00,0.00,4.48,0,92.17,0.00
Yahoo-Global,zombie games for xbox 360,Zombie-Games-YG,exact,7,230,3.04%,0.05,0.35,1.06,2,119.62,239.24
Yahoo-Global,all zombie games,Zombie-Games-YG,phrase,1,230,0.43%,0.05,0.05,1.89,0,96.66,0.00
Yahoo-Global,scary zombie games,Zombie-Games-YG,broad,0,46,0.00%,0.00,0.00,5.77,0,96.77,0.00
Yahoo-Global,plants vs zombies games,Zombie-Games-YG,exact,2,89,2.25%,0.37,0.74,1.86,0,122.92,0.00
Yahoo-Global,zombie war games,Zombie-Games-YG,broad,31,1605,1.93%,0.06,1.86,2.16,4,92.01,368.03
Yahoo-Global,zombie games online multiplayer,Zombie-Games-YG,phrase,1,74,1.35%,0.09,0.09,3.63,0,79.81,0.00
Yahoo-Global,zombie flash games,Zombie-Games-YG,phrase,2,102,1.96%,0.05,0.10,2.11,0,81.11,0.00
Yahoo-Global,online multiplayer zombie games,Zombie-Games-YG,phrase,3,111,2.70%,0.05,0.15,1.96,1,103.54,103.54
Yahoo-Global,zombie rpg games,Zombie-Games-YG,exact,0,57,0.00%,0.00,0.00,7.02,0,107.79,0.00
Yahoo-Global,killing zombies games,Zombie-Games-YG,phrase,0,68,0.00%,0.00,0.00,7.11,0,118.90,0.00
Yahoo-Global,zombie online games,Zombie-Games-YG,phrase,0,28,0.00%,0.00,0.00,8.65,0,90.81,0.00
Yahoo-Global,play free zombie games,Zombie-Games-YG,phrase,0,40,0.00%,0.00,0.00,5.89,0,85.75,0.00
Yahoo-Global,zombie multiplayer games,Zombie-Games-YG,exact,0,46,0.00%,0.00,0.00,7.75,0,75.51,0.00
Yahoo-Global,zombie baseball game,Zombie-Games-YG,broad,0,36,0.00%,0.00,0.00,4.75,0,76.78,0.00
Yahoo-Global,free zombies games,Zombie-Games-YG,broad,0,16,0.00%,0.00,0.00,9.21,0,83.62,0.00
Yahoo-Global,xbox 360 zombie games,Zombie-Games-YG,broad,1,174,0.57%,0.05,0.05,5.76,0,78.81,0.00
MSN-Global,shooting game,Zombie-Games-MG,phrase,18,560,3.21%,0.44,7.92,1.01,12,117.70,1412.39
MSN-Global,games for kids,Zombie-Games-MG,phrase,3,167,1.80%,0.33,0.99,1.69,3,84.01,252.03
MSN-Global,play games online,Zombie-Games-MG,broad,1,349,0.29%,0.75,0.75,1.79,1,85.38,85.38
MSN-Global,onlinegames,Zombie-Games-MG,phrase,1,95,1.05%,0.47,0.47,1.47,1,48.16,48.16
MSN-Global,girl games,Zombie-Games-MG,broad,0,26,0.00%,0.00,0.00,5.46,0,35.57,0.00
MSN-Global,free games on line,Zombie-Games-MG,phrase,0,18,0.00%,0.00,0.00,9.42,0,41.65,0.00
MSN-Global,math games,Zombie-Games-MG,broad,0,20,0.00%,0.00,0.00,6.49,0,65.40,0.00
MSN-Global,cool games,Zombie-Games-MG,phrase,0,45,0.00%,0.00,0.00,9.07,0,50.56,0.00
MSN-Global,online game,Zombie-Games-MG,phrase,2,512,0.39%,0.83,1.66,1.98,1,27.39,27.39
MSN-Global,dress up games,Zombie-Games-MG,exact,2,159,1.26%,0.52,1.04,1.93,1,27.06,27.06
MSN-Global,games for girls,Zombie-Games-MG,exact,0,54,0.00%,0.00,0.00,5.77,0,40.49,0.00
MSN-Global,freegames,Zombie-Games-MG,exact,0,60,0.00%,0.00,0.00,2.34,0,34.32,0.00
MSN-Global,freeonlinegames,Zombie-Games-MG,broad,0,36,0.00%,0.00,0.00,7.38,0,59.30,0.00
MSN-Global,free game,Zombie-Games-MG,exact,1,109,0.92%,0.60,0.60,1.61,1,86.49,86.49
MSN-Global,fun games,Zombie-Games-MG,phrase,0,31,0.00%,0.00,0.00,7.09,0,61.08,0.00
MSN-Global,download games,Zombie-Games-MG,exact,1,81,1.23%,0.55,0.55,2.25,0,100.84,0.00
MSN-Global,best games,Zombie-Games-MG,broad,0,69,0.00%,0.00,0.00,2.35,0,70.36,0.00
MSN-Global,cooking games,Zombie-Games-MG,broad,0,36,0.00%,0.00,0.00,5.56,0,32.68,0.00
MSN-Global,flash games,Zombie-Games-MG,phrase,0,230,0.00%,0.00,0.00,5.30,0,39.98,0.00
MSN-Global,disney games,Zombie-Games-MG,broad,1,69,1.45%,0.07,0.07,2.54,0,29.29,0.00
MSN-Global,free download games,Zombie-Games-MG,exact,0,17,0.00%,0.00,0.00,9.30,0,65.94,0.00
MSN-Global,racing games,Zombie-Games-MG,broad,11,1034,1.06%,0.49,5.39,2.84,11,84.46,929.06
MSN-Global,free downloadable games,Zombie-Games-MG,broad,0,50,0.00%,0.00,0.00,4.29,0,33.17,0.00
MSN-Global,free games to play,Zombie-Games-MG,broad,0,46,0.00%,0.00,0.00,6.55,0,55.66,0.00
MSN-Global,barbie games,Zombie-Games-MG,phrase,2,188,1.06%,0.66,1.32,2.19,1,81.44,81.44
MSN-Global,war games,Zombie-Games-MG,broad,0,25,0.00%,0.00,0.00,5.39,0,53.38,0.00
MSN-Global,download free games,Zombie-Games-MG,exact,1,51,1.96%,0.32,0.32,2.95,1,43.63,43.63
MSN-Global,free games download,Zombie-Games-MG,broad,2,253,0.79%,0.62,1.24,3.48,1,89.09,89.09
MSN-Global,football games,Zombie-Games-MG,broad,0,23,0.00%,0.00,0.00,8.61,0,81.49,0.00
MSN-Global,bike games,Zombie-Games-MG,exact,0,185,0.00%,0.00,0.00,2.20,0,48.78,0.00
MSN-Global,scary maze game,Zombie-Games-MG,phrase,0,30,0.00%,0.00,0.00,4.21,0,73.93,0.00
MSN-Global,truck games,Zombie-Games-MG,broad,4,917,0.44%,0.18,0.72,3.31,3,95.30,285.91
MSN-Global,play free games online,Zombie-Games-MG,broad,0,57,0.00%,0.00,0.00,3.09,0,31.75,0.00
MSN-Global,zombies in da house game,Zombie-Games-MG,broad,0,24,0.00%,0.00,0.00,6.87,0,71.32,0.00
MSN-Global,google games,Zombie-Games-MG,exact,2,88,2.27%,0.80,1.60,1.29,1,68.63,68.63
MSN-Global,computer games,Zombie-Games-MG,phrase,4,496,0.81%,0.69,2.76,1.17,2,76.71,153.42
MSN-Global,survival zombie games,Zombie-Games-MG,phrase,0,89,0.00%,0.00,0.00,4.17,0,91.18,0.00
MSN-Global,free racing games,Zombie-Games-MG,exact,0,58,0.00%,0.00,0.00,5.42,0,66.16,0.00
MSN-Global,best online games,Zombie-Games-MG,exact,4,215,1.86%,0.60,2.40,1.18,2,28.66,57.32
MSN-Global,sand zombie game,Zombie-Games-MG,phrase,0,71,0.00%,0.00,0.00,8.39,0,90.93,0.00
MSN-Global,star wars games,Zombie-Games-MG,broad,0,45,0.00%,0.00,0.00,2.71,0,85.82,0.00
MSN-Global,game websites,Zombie-Games-MG,broad,0,27,0.00%,0.00,0.00,4.11,0,54.45,0.00
MSN-Global,free online games no download,Zombie-Games-MG,phrase,0,17,0.00%,0.00,0.00,9.80,0,100.97,0.00
